residentId, residentAssignment, partnerId, partnerAssignment, residentAssignmentLocation, residentAssignmentRank, residentInitialPreferences, residentFinalPreferences, hasPartner, isAnchorPartner, partnerAssignmentLocation, partnerAssignmentRank, partnerInitialPreferences, partnerFinalPreferences
R28, H54, NA, NA, 47, 4, H9 H243 H286 H114 H54 H129 H263 H144 H103 H197 H44 H4 H52 H64 H206, H9 H243 H286 H114 H54 H129 H263 H144 H103 H197 H44 H4 H52 H64 H206, false, NA, NA, NA, NA, NA
R29, H183, NA, NA, 22, 1, H185 H183 H149 H110 H37 H117 H87 H264 H277 H101 H139 H248 H267 H252 H48, H185 H183 H149 H110 H37 H117 H87 H264 H277 H101 H139 H248 H267 H252 H48, false, NA, NA, NA, NA, NA
R30, H169, R302, H169, 21, 0, H225 H169 H22 H85 H285 H265 H278 H210 H113 H99 H140 H96 H172 H275 H167, H169, true, false, 21, 0, H286 H238 H140 H169 H37 H285 H265 H75 H278 H22 H85 H225 H224 H221, H169
R31, H271, NA, NA, 8, 1, H272 H271 H274 H85 H211 H265 H68 H256 H94 H218 H176 H255 H191 H38 H288, H272 H271 H274 H85 H211 H265 H68 H256 H94 H218 H176 H255 H191 H38 H288, false, NA, NA, NA, NA, NA
R32, H58, NA, NA, 19, 0, H58 H81 H130 H263 H109 H191 H147 H257 H75 H215 H73 H128 H248 H93 H19, H58 H81 H130 H263 H109 H191 H147 H257 H75 H215 H73 H128 H248 H93 H19, false, NA, NA, NA, NA, NA
R33, H235, R326, H235, 37, 0, H261 H259 H266 H281 H242 H126 H62 H149 H235 H106 H249 H54 H209 H162, H235, true, false, 37, 0, H235 H162 H62 H249 H242 H54 H126 H133 H218 H122 H32 H225 H135 H6 H83, H235 H135
R34, H261, NA, NA, 48, 0, H261 H264 H49 H165 H273 H281 H146 H33 H18 H179 H293 H42 H44 H162 H35, H261 H264 H49 H165 H273 H281 H146 H33 H18 H179 H293 H42 H44 H162 H35, false, NA, NA, NA, NA, NA
R35, H131, R90, H131, 15, 0, H90 H29 H259 H14 H149 H281 H265 H284 H163 H140 H68 H207 H131, H131, true, false, 15, 0, H149 H131 H265 H163 H259 H90 H284 H37 H152 H187 H157 H15 H114 H160 H290, H131
R36, H167, NA, NA, 16, 0, H167 H47 H93 H76 H121 H58 H187 H289 H164 H34 H191 H252 H89 H129 H79, H167 H47 H93 H76 H121 H58 H187 H289 H164 H34 H191 H252 H89 H129 H79, false, NA, NA, NA, NA, NA
R37, H81, R270, H81, 12, 0, H33 H74 H257 H40 H6 H81 H51 H29 H50 H175 H241 H20 H3 H229, H81, true, false, 12, 0, H51 H50 H81 H175 H40 H33 H241 H288 H54 H60 H166 H76 H125 H97 H222, H81
R38, H93, R283, H93, 47, 0, H93 H190 H211 H97 H26 H174 H92 H252 H275 H85 H28 H50 H16 H45, H93 H190 H211 H97 H26 H174 H92 H252 H275 H85 H28 H50 H16 H45, true, false, 47, 0, H50 H28 H97 H85 H93 H92 H45 H235 H107 H262 H197 H103 H243 H70 H153, H93
R39, H185, R222, H185, 8, 0, H298 H242 H60 H100 H185 H269 H236 H260 H20 H293 H202 H174 H264 H268, H185, true, false, 8, 0, H293 H269 H185 H268 H298 H264 H242 H146 H64 H55 H48 H172 H36 H117 H209, H185
R40, NO_MATCH, R184, NO_MATCH, -1, 2147483647, H116 H124 H233 H2 H239 H137 H126 H31 H157 H166 H34 H60 H93 H0, , true, false, -1, 2147483647, H166 H233 H126 H0 H2 H34 H116 H158 H229 H175 H110 H219 H169 H248 H130, 
R41, H59, NA, NA, 27, 1, H64 H59 H135 H254 H169 H137 H198 H210 H14 H78 H206 H103 H118 H117 H186, H64 H59 H135 H254 H169 H137 H198 H210 H14 H78 H206 H103 H118 H117 H186, false, NA, NA, NA, NA, NA
R42, H298, NA, NA, 0, 1, H283 H298 H288 H262 H96 H179 H205 H161 H156 H97 H192 H28 H78 H142 H104, H283 H298 H288 H262 H96 H179 H205 H161 H156 H97 H192 H28 H78 H142 H104, false, NA, NA, NA, NA, NA
R43, H274, R333, H274, 18, 0, H12 H108 H249 H176 H28 H35 H274 H201 H230 H204 H5 H59 H195 H53 H194, H274 H201 H230 H204 H5 H59 H195 H53 H194, true, false, 18, 0, H35 H9 H249 H252 H163 H141 H12 H28 H119 H52 H176 H274 H194 H108, H274
R44, H53, NA, NA, 0, 0, H53 H73 H173 H199 H133 H217 H90 H223 H181 H168 H224 H103 H236 H298 H198, H53 H73 H173 H199 H133 H217 H90 H223 H181 H168 H224 H103 H236 H298 H198, false, NA, NA, NA, NA, NA
R45, H65, NA, NA, 14, 6, H130 H277 H268 H185 H31 H204 H65 H104 H191 H2 H10 H293 H171 H231 H0, H130 H277 H268 H185 H31 H204 H65 H104 H191 H2 H10 H293 H171 H231 H0, false, NA, NA, NA, NA, NA
R46, H127, NA, NA, 26, 5, H172 H89 H53 H49 H156 H127 H247 H122 H185 H64 H80 H153 H277 H103 H246, H172 H89 H53 H49 H156 H127 H247 H122 H185 H64 H80 H153 H277 H103 H246, false, NA, NA, NA, NA, NA
R47, H34, R477, H34, 32, 0, H34 H258 H156 H39 H219 H198 H97 H257 H99 H248 H175 H115 H146 H42 H131, H34 H258 H156 H39 H219 H198 H97 H257 H99 H248 H175 H115 H146 H42 H131, true, false, 32, 0, H75 H106 H13 H258 H44 H34 H97 H198 H250 H39 H200 H219 H156 H278, H34 H39
R48, H197, R223, H197, 2, 0, H155 H280 H61 H49 H39 H287 H104 H201 H28 H197 H0 H282 H70 H149 H270, H197, true, false, 2, 0, H15 H113 H61 H280 H104 H197 H80 H49 H117 H150 H184 H39 H155 H287, H197
R49, H288, NA, NA, 9, 0, H288 H91 H33 H79 H53 H181 H164 H148 H291 H85 H296 H174 H257 H93 H44, H288 H91 H33 H79 H53 H181 H164 H148 H291 H85 H296 H174 H257 H93 H44, false, NA, NA, NA, NA, NA
R50, H51, R396, H187, 17, 0, H40 H170 H51 H215 H107 H271 H78 H128 H72 H63 H261 H226 H190 H185 H116, H51, true, false, 17, 0, H107 H266 H183 H93 H187 H170 H270 H271 H215 H51 H40 H50 H135 H78, H187 H51
R51, H67, NA, NA, 43, 1, H246 H67 H125 H177 H159 H51 H132 H61 H180 H195 H97 H80 H89 H47 H214, H246 H67 H125 H177 H159 H51 H132 H61 H180 H195 H97 H80 H89 H47 H214, false, NA, NA, NA, NA, NA
R52, H102, NA, NA, 3, 3, H149 H126 H64 H102 H279 H20 H258 H225 H195 H150 H142 H60 H245 H196 H178, H149 H126 H64 H102 H279 H20 H258 H225 H195 H150 H142 H60 H245 H196 H178, false, NA, NA, NA, NA, NA
R53, H82, NA, NA, 33, 0, H82 H148 H30 H4 H23 H229 H21 H138 H144 H264 H98 H91 H65 H273 H107, H82 H148 H30 H4 H23 H229 H21 H138 H144 H264 H98 H91 H65 H273 H107, false, NA, NA, NA, NA, NA
R54, H144, NA, NA, 10, 0, H144 H183 H4 H237 H295 H221 H208 H80 H258 H101 H87 H246 H147 H270 H150, H144 H183 H4 H237 H295 H221 H208 H80 H258 H101 H87 H246 H147 H270 H150, false, NA, NA, NA, NA, NA
R55, H99, NA, NA, 43, 4, H181 H290 H236 H173 H99 H96 H32 H73 H179 H62 H283 H17 H115 H101 H91, H181 H290 H236 H173 H99 H96 H32 H73 H179 H62 H283 H17 H115 H101 H91, false, NA, NA, NA, NA, NA
R56, H287, NA, NA, 9, 1, H215 H287 H24 H168 H195 H236 H224 H167 H193 H58 H151 H194 H67 H179 H49, H215 H287 H24 H168 H195 H236 H224 H167 H193 H58 H151 H194 H67 H179 H49, false, NA, NA, NA, NA, NA
R57, H201, NA, NA, 31, 1, H114 H201 H106 H185 H81 H157 H140 H216 H105 H173 H10 H40 H141 H29 H135, H114 H201 H106 H185 H81 H157 H140 H216 H105 H173 H10 H40 H141 H29 H135, false, NA, NA, NA, NA, NA
R58, H132, NA, NA, 19, 1, H180 H132 H10 H213 H61 H47 H28 H65 H167 H262 H108 H234 H230 H109 H222, H180 H132 H10 H213 H61 H47 H28 H65 H167 H262 H108 H234 H230 H109 H222, false, NA, NA, NA, NA, NA
R59, H239, R128, H239, 7, 0, H207 H169 H20 H239 H298 H99 H125 H12 H278 H291 H37 H110 H296 H116 H98, H239, true, false, 7, 0, H207 H154 H99 H85 H112 H125 H239 H34 H129 H298 H169 H45 H20 H288, H239
R60, NO_MATCH, R417, NO_MATCH, -1, 2147483647, H230 H247 H107 H22 H25 H44 H148 H176 H299 H8 H33 H182 H273 H66 H134, , true, false, -1, 2147483647, H247 H44 H2 H25 H107 H163 H23 H22 H228 H148 H230 H32 H248, 
R61, H35, NA, NA, 16, 2, H249 H25 H35 H120 H108 H117 H59 H181 H204 H236 H245 H41 H222 H94 H70, H249 H25 H35 H120 H108 H117 H59 H181 H204 H236 H245 H41 H222 H94 H70, false, NA, NA, NA, NA, NA
R62, H285, NA, NA, 6, 0, H285 H101 H274 H164 H234 H31 H158 H261 H62 H226 H135 H98 H70 H113 H128, H285 H101 H274 H164 H234 H31 H158 H261 H62 H226 H135 H98 H70 H113 H128, false, NA, NA, NA, NA, NA
R63, H275, NA, NA, 42, 0, H275 H102 H294 H0 H281 H194 H8 H156 H263 H296 H235 H229 H89 H69 H247, H275 H102 H294 H0 H281 H194 H8 H156 H263 H296 H235 H229 H89 H69 H247, false, NA, NA, NA, NA, NA
R64, H66, NA, NA, 6, 3, H25 H43 H47 H66 H46 H234 H156 H108 H155 H244 H205 H256 H296 H295 H54, H25 H43 H47 H66 H46 H234 H156 H108 H155 H244 H205 H256 H296 H295 H54, false, NA, NA, NA, NA, NA
R65, H176, NA, NA, 33, 2, H4 H143 H176 H155 H262 H102 H19 H209 H16 H44 H153 H298 H129 H154 H292, H4 H143 H176 H155 H262 H102 H19 H209 H16 H44 H153 H298 H129 H154 H292, false, NA, NA, NA, NA, NA
R66, H286, NA, NA, 29, 0, H286 H191 H19 H79 H58 H221 H254 H10 H226 H157 H69 H298 H147 H209 H198, H286 H191 H19 H79 H58 H221 H254 H10 H226 H157 H69 H298 H147 H209 H198, false, NA, NA, NA, NA, NA
R67, NO_MATCH, R97, NO_MATCH, -1, 2147483647, H141 H234 H277 H117 H270 H264 H268 H156 H58 H81 H29 H139 H80 H201 H229, , true, false, -1, 2147483647, H62 H264 H255 H180 H257 H234 H277 H268 H217 H117 H274 H141 H270 H189, 
R68, H40, NA, NA, 37, 1, H27 H40 H81 H290 H226 H39 H133 H142 H44 H205 H207 H288 H191 H246 H239, H27 H40 H81 H290 H226 H39 H133 H142 H44 H205 H207 H288 H191 H246 H239, false, NA, NA, NA, NA, NA
R69, H202, NA, NA, 19, 0, H202 H176 H66 H39 H48 H139 H5 H106 H59 H258 H46 H22 H193 H91 H298, H202 H176 H66 H39 H48 H139 H5 H106 H59 H258 H46 H22 H193 H91 H298, false, NA, NA, NA, NA, NA
R70, H63, NA, NA, 39, 0, H63 H191 H277 H285 H120 H144 H227 H62 H240 H204 H249 H252 H198 H167 H270, H63 H191 H277 H285 H120 H144 H227 H62 H240 H204 H249 H252 H198 H167 H270, false, NA, NA, NA, NA, NA
R71, H17, R96, H247, 36, 1, H252 H115 H32 H17 H247 H145 H160 H253 H189 H124 H65 H22 H212 H190 H194, H32 H17 H247 H145 H160 H253 H189 H124 H65 H22 H212 H190 H194, true, false, 36, 1, H61 H67 H17 H190 H217 H252 H222 H115 H32 H145 H160 H250 H204 H247, H17 H247
R72, H148, R22, H148, 7, 0, H92 H166 H229 H285 H148 H24 H191 H238 H83 H235 H183 H296 H220 H5, H148, true, false, 7, 0, H235 H229 H220 H148 H5 H92 H285 H158 H139 H22 H57 H264 H123 H35 H132, H148 H5 H92 H285 H158 H139 H22 H57 H264 H123 H35 H132
R73, H90, NA, NA, 0, 3, H266 H101 H115 H90 H198 H105 H98 H214 H20 H66 H208 H227 H96 H250 H161, H266 H101 H115 H90 H198 H105 H98 H214 H20 H66 H208 H227 H96 H250 H161, false, NA, NA, NA, NA, NA
R74, H33, NA, NA, 33, 3, H69 H53 H31 H33 H202 H7 H206 H3 H276 H226 H14 H105 H64 H107 H233, H69 H53 H31 H33 H202 H7 H206 H3 H276 H226 H14 H105 H64 H107 H233, false, NA, NA, NA, NA, NA
R75, H208, NA, NA, 30, 1, H45 H208 H102 H210 H118 H22 H21 H142 H0 H94 H175 H256 H18 H206 H154, H45 H208 H102 H210 H118 H22 H21 H142 H0 H94 H175 H256 H18 H206 H154, false, NA, NA, NA, NA, NA
R76, NO_MATCH, R323, NO_MATCH, -1, 2147483647, H261 H109 H139 H140 H259 H254 H111 H8 H133 H263 H168 H79 H54, , true, false, -1, 2147483647, H109 H140 H111 H263 H139 H133 H79 H160 H223 H62 H150 H129 H292 H205 H117, 
R77, H65, NA, NA, 14, 2, H175 H206 H65 H154 H92 H17 H189 H25 H269 H200 H101 H176 H278 H59 H202, H175 H206 H65 H154 H92 H17 H189 H25 H269 H200 H101 H176 H278 H59 H202, false, NA, NA, NA, NA, NA
R78, H109, NA, NA, 46, 2, H159 H265 H109 H85 H224 H42 H24 H147 H227 H156 H261 H144 H287 H102 H164, H159 H265 H109 H85 H224 H42 H24 H147 H227 H156 H261 H144 H287 H102 H164, false, NA, NA, NA, NA, NA
R79, H73, NA, NA, 21, 0, H73 H217 H104 H200 H23 H150 H109 H237 H211 H22 H42 H158 H198 H10 H178, H73 H217 H104 H200 H23 H150 H109 H237 H211 H22 H42 H158 H198 H10 H178, false, NA, NA, NA, NA, NA
R80, NO_MATCH, R429, NO_MATCH, -1, 2147483647, H281 H187 H80 H101 H288 H109 H89 H142 H178 H280 H123 H19 H150 H153 H259, , true, false, -1, 2147483647, H139 H165 H251 H109 H187 H47 H101 H15 H288 H281 H9 H228 H80 H89, 
R81, H83, NA, NA, 16, 0, H83 H130 H27 H297 H197 H233 H163 H184 H267 H151 H80 H84 H241 H277 H157, H83 H130 H27 H297 H197 H233 H163 H184 H267 H151 H80 H84 H241 H277 H157, false, NA, NA, NA, NA, NA
R82, H28, NA, NA, 3, 0, H28 H185 H236 H64 H33 H179 H13 H55 H220 H196 H123 H262 H192 H230 H213, H28 H185 H236 H64 H33 H179 H13 H55 H220 H196 H123 H262 H192 H230 H213, false, NA, NA, NA, NA, NA
R83, NO_MATCH, R415, NO_MATCH, -1, 2147483647, H125 H45 H111 H202 H298 H248 H50 H87 H260 H109 H180 H4 H42 H6, , true, false, -1, 2147483647, H87 H180 H50 H45 H6 H248 H298 H274 H201 H101 H105 H39 H146 H273 H282, 
R84, H129, NA, NA, 45, 3, H145 H19 H40 H129 H115 H134 H292 H198 H55 H20 H90 H21 H297 H285 H250, H145 H19 H40 H129 H115 H134 H292 H198 H55 H20 H90 H21 H297 H285 H250, false, NA, NA, NA, NA, NA
R85, H38, R156, H160, 46, 2, H139 H160 H79 H23 H245 H203 H186 H188 H92 H202 H38 H56 H20 H137 H166, H160 H203 H38, true, false, 46, 0, H160 H51 H139 H186 H37 H245 H1 H79 H270 H103 H203 H23 H168 H140, H160 H51 H139 H186 H37 H245 H1 H79 H270 H103 H203 H23 H168 H140
R86, H90, R451, H90, 0, 0, H90 H121 H242 H62 H152 H296 H93 H216 H215 H291 H197 H149 H298 H16, H90 H121 H242 H62 H152 H296 H93 H216 H215 H291 H197 H149 H298 H16, true, false, 0, 0, H296 H62 H215 H197 H16 H291 H90 H39 H2 H188 H268 H173 H134 H281 H218, H90
R87, H266, NA, NA, 8, 1, H45 H266 H10 H231 H197 H123 H286 H283 H211 H15 H124 H2 H202 H265 H223, H45 H266 H10 H231 H197 H123 H286 H283 H211 H15 H124 H2 H202 H265 H223, false, NA, NA, NA, NA, NA
R88, H158, NA, NA, 36, 2, H289 H207 H158 H1 H153 H144 H250 H146 H194 H111 H35 H166 H287 H2 H69, H289 H207 H158 H1 H153 H144 H250 H146 H194 H111 H35 H166 H287 H2 H69, false, NA, NA, NA, NA, NA
R89, H48, R178, H48, 2, 0, H144 H48 H165 H215 H56 H121 H100 H38 H63 H245 H92 H130 H219 H141 H253, H48 H130, true, false, 2, 0, H100 H140 H165 H48 H58 H56 H215 H190 H121 H266 H28 H172 H144, H48
R90, H131, R35, H131, 15, 0, H149 H131 H265 H163 H259 H90 H284 H37 H152 H187 H157 H15 H114 H160 H290, H131, true, false, 15, 0, H90 H29 H259 H14 H149 H281 H265 H284 H163 H140 H68 H207 H131, H131
R91, H109, NA, NA, 46, 0, H109 H9 H117 H38 H206 H234 H167 H285 H136 H219 H253 H30 H126 H124 H283, H109 H9 H117 H38 H206 H234 H167 H285 H136 H219 H253 H30 H126 H124 H283, false, NA, NA, NA, NA, NA
R92, H118, R490, H118, 7, 0, H210 H154 H108 H26 H285 H110 H222 H119 H192 H179 H185 H133 H118 H177, H118, true, false, 7, 0, H118 H154 H185 H26 H108 H177 H192 H213 H116 H6 H207 H244 H104 H170 H205, H118
R93, H156, R263, H7, 16, 1, H102 H44 H164 H219 H7 H17 H244 H156 H211 H73 H127 H100 H284 H229 H22, H7 H156, true, false, 16, 0, H14 H7 H244 H219 H109 H66 H93 H190 H178 H44 H17 H102 H275 H164, H7 H244 H219 H109 H66 H93 H190 H178 H44 H17 H102 H275 H164
R94, H99, NA, NA, 43, 6, H14 H142 H31 H193 H222 H253 H99 H189 H96 H158 H143 H165 H69 H63 H75, H14 H142 H31 H193 H222 H253 H99 H189 H96 H158 H143 H165 H69 H63 H75, false, NA, NA, NA, NA, NA
R95, H13, NA, NA, 18, 0, H13 H120 H27 H128 H271 H99 H248 H96 H94 H227 H23 H213 H40 H122 H54, H13 H120 H27 H128 H271 H99 H248 H96 H94 H227 H23 H213 H40 H122 H54, false, NA, NA, NA, NA, NA
R96, H247, R71, H17, 36, 1, H61 H67 H17 H190 H217 H252 H222 H115 H32 H145 H160 H250 H204 H247, H17 H247, true, false, 36, 1, H252 H115 H32 H17 H247 H145 H160 H253 H189 H124 H65 H22 H212 H190 H194, H32 H17 H247 H145 H160 H253 H189 H124 H65 H22 H212 H190 H194
R97, NO_MATCH, R67, NO_MATCH, -1, 2147483647, H62 H264 H255 H180 H257 H234 H277 H268 H217 H117 H274 H141 H270 H189, , true, false, -1, 2147483647, H141 H234 H277 H117 H270 H264 H268 H156 H58 H81 H29 H139 H80 H201 H229, 
R98, H227, R280, H227, 2, 0, H145 H15 H227 H233 H223 H12 H5 H39 H148 H173 H68 H92 H231 H246 H1, H227 H233 H223 H12 H5 H39 H148 H173 H68 H92 H231 H246 H1, true, false, 2, 0, H15 H40 H227 H145 H233 H289 H125 H247 H32 H5 H223 H27 H273 H12, H227
R99, H63, R180, H63, 39, 0, H63 H194 H43 H204 H93 H299 H158 H231 H130 H11 H274 H147 H26 H152 H283, H63 H194 H43 H204 H93 H299 H158 H231 H130 H11 H274 H147 H26 H152 H283, true, false, 39, 0, H204 H216 H43 H299 H72 H158 H168 H57 H63 H93 H194 H45 H101 H282, H63
R100, H139, R108, H139, 17, 0, H4 H16 H14 H139 H46 H5 H50 H62 H33 H261 H292 H225 H252 H130, H139 H46 H5 H50 H62 H33 H261 H292 H225 H252 H130, true, false, 17, 0, H46 H139 H4 H33 H252 H5 H50 H48 H23 H244 H192 H196 H199 H141 H169, H139
R101, H202, NA, NA, 19, 0, H202 H95 H161 H293 H209 H284 H178 H62 H84 H163 H290 H238 H177 H108 H125, H202 H95 H161 H293 H209 H284 H178 H62 H84 H163 H290 H238 H177 H108 H125, false, NA, NA, NA, NA, NA
R102, H277, NA, NA, 30, 0, H277 H172 H268 H106 H227 H140 H184 H25 H108 H107 H76 H215 H196 H134 H200, H277 H172 H268 H106 H227 H140 H184 H25 H108 H107 H76 H215 H196 H134 H200, false, NA, NA, NA, NA, NA
R103, H241, NA, NA, 28, 0, H241 H145 H270 H237 H18 H99 H105 H282 H58 H146 H299 H157 H137 H4 H96, H241 H145 H270 H237 H18 H99 H105 H282 H58 H146 H299 H157 H137 H4 H96, false, NA, NA, NA, NA, NA
R104, H157, NA, NA, 45, 1, H282 H157 H265 H106 H235 H50 H74 H276 H23 H21 H155 H190 H202 H96 H123, H282 H157 H265 H106 H235 H50 H74 H276 H23 H21 H155 H190 H202 H96 H123, false, NA, NA, NA, NA, NA
