residentId, residentAssignment, partnerId, partnerAssignment, residentAssignmentLocation, residentAssignmentRank, residentInitialPreferences, residentFinalPreferences, hasPartner, isAnchorPartner, partnerAssignmentLocation, partnerAssignmentRank, partnerInitialPreferences, partnerFinalPreferences
R13, H22, R86, H19, 2, 10, H2 H18 H19 H23 H7 H15 H46 H12 H42 H47 H22 H4 H11 H39 H38, H2 H18 H19 H23 H7 H15 H46 H12 H42 H47 H22 H4 H11 H39 H38, true, false, 7, 10, H7 H22 H10 H46 H31 H44 H23 H24 H18 H15 H19 H2 H36 H26, H7 H22 H10 H46 H31 H44 H23 H24 H18 H15 H19 H2 H36 H26
R14, H38, R42, H6, 1, 1, H26 H38 H29 H6 H49 H47 H37 H11 H9 H27 H8 H44, H26 H38 H29 H6 H49 H47 H37 H11 H9 H27 H8 H44, true, false, 7, 1, H38 H6 H8 H26 H29 H37 H27 H23 H46 H10 H19 H12 H18 H9 H42, H38 H6 H8 H26 H29 H37 H27 H23 H46 H10 H19 H12 H18 H9 H42
R15, H42, R85, H1, 9, 0, H42 H27 H1 H31 H45 H5 H28 H21 H47 H44 H13, H42 H27 H1 H31 H45 H5 H28 H21 H47 H44 H13, true, false, 0, 0, H1 H13 H28 H44 H27 H31 H47 H20 H41 H0 H29 H21 H2 H35 H10, H1 H13 H28 H44 H27 H31 H47 H20 H41 H0 H29 H21 H2 H35 H10
R16, H35, R10, H26, 3, 2, H29 H17 H35 H14 H0 H41 H6 H27 H46 H43 H48 H19 H39 H34 H18, H29 H17 H35 H14 H0 H41 H6 H27 H46 H43 H48 H19 H39 H34 H18, true, false, 6, 2, H43 H12 H26 H41 H17 H38 H14 H0 H6 H35 H29 H45, H43 H12 H26 H41 H17 H38 H14 H0 H6 H35 H29 H45
R17, H30, R75, H49, 5, 10, H11 H47 H9 H48 H39 H27 H16 H2 H10 H37 H30 H33 H24 H44, H11 H47 H9 H48 H39 H27 H16 H2 H10 H37 H30 H33 H24 H44, true, false, 3, 10, H2 H10 H39 H9 H11 H44 H24 H38 H23 H48 H49 H36 H42 H5 H15, H2 H10 H39 H9 H11 H44 H24 H38 H23 H48 H49 H36 H42 H5 H15
R18, NO_MATCH, R37, NO_MATCH, -1, 2147483647, H9 H45 H13 H49 H21 H8 H0 H11 H2 H46 H47 H22 H25 H29 H4, H9 H45 H13 H49 H21 H8 H0 H11 H2 H46 H47 H22 H25 H29 H4, true, false, -1, 2147483647, H1 H9 H49 H8 H0 H44 H21 H45 H13 H10 H40 H14 H33, H1 H9 H49 H8 H0 H44 H21 H45 H13 H10 H40 H14 H33
R19, NO_MATCH, R46, NO_MATCH, -1, 2147483647, H25 H26 H29 H28 H2 H30 H32 H49 H39 H38 H48 H12 H33, H25 H26 H29 H28 H2 H30 H32 H49 H39 H38 H48 H12 H33, true, false, -1, 2147483647, H39 H2 H48 H32 H28 H26 H25 H18 H4 H33 H7 H19 H36 H31 H43, H39 H2 H48 H32 H28 H26 H25 H18 H4 H33 H7 H19 H36 H31 H43
R20, H31, R3, H26, 8, 7, H23 H4 H12 H9 H8 H25 H27 H31 H42 H10 H0 H6 H48 H34 H24, H23 H4 H12 H9 H8 H25 H27 H31 H42 H10 H0 H6 H48 H34 H24, true, false, 6, 7, H4 H23 H12 H29 H24 H6 H8 H26 H37 H44 H25 H31 H9 H27, H4 H23 H12 H29 H24 H6 H8 H26 H37 H44 H25 H31 H9 H27
R21, H5, R41, H7, 1, 1, H26 H5 H43 H36 H17 H32 H25 H7 H16 H18 H3 H2 H4, H26 H5 H43 H36 H17 H32 H25 H7 H16 H18 H3 H2 H4, true, false, 5, 1, H5 H7 H32 H25 H4 H17 H36 H19 H11 H27 H29 H20 H21 H8 H41, H5 H7 H32 H25 H4 H17 H36 H19 H11 H27 H29 H20 H21 H8 H41
R22, NO_MATCH, R58, NO_MATCH, -1, 2147483647, H38 H21 H28 H23 H9 H48 H49 H26 H46 H47 H8 H5 H39 H31 H33, H38 H21 H28 H23 H9 H48 H49 H26 H46 H47 H8 H5 H39 H31 H33, true, false, -1, 2147483647, H21 H38 H28 H23 H8 H20 H49 H34 H48 H9 H24 H25 H15, H21 H38 H28 H23 H8 H20 H49 H34 H48 H9 H24 H25 H15
R23, H10, R80, H40, 9, 4, H26 H17 H35 H3 H10 H23 H40 H48 H49 H34 H29 H22 H25 H16, H26 H17 H35 H3 H10 H23 H40 H48 H49 H34 H29 H22 H25 H16, true, false, 7, 4, H34 H25 H10 H26 H40 H23 H22 H39 H41 H12 H32 H46 H47 H33 H4, H34 H25 H10 H26 H40 H23 H22 H39 H41 H12 H32 H46 H47 H33 H4
R24, NO_MATCH, R67, NO_MATCH, -1, 2147483647, H24 H11 H44 H10 H2 H18 H0 H13 H21 H28 H45 H25, H24 H11 H44 H10 H2 H18 H0 H13 H21 H28 H45 H25, true, false, -1, 2147483647, H44 H45 H21 H11 H0 H25 H2 H12 H3 H5 H39 H18 H42 H22 H38, H44 H45 H21 H11 H0 H25 H2 H12 H3 H5 H39 H18 H42 H22 H38
R25, H9, R81, H46, 8, 6, H33 H7 H44 H39 H25 H22 H9 H5 H6 H45 H13 H10 H35 H43 H18, H33 H7 H44 H39 H25 H22 H9 H5 H6 H45 H13 H10 H35 H43 H18, true, false, 3, 6, H40 H15 H26 H39 H7 H33 H46 H29 H42 H22 H9 H25 H44, H40 H15 H26 H39 H7 H33 H46 H29 H42 H22 H9 H25 H44
R26, H3, R77, H6, 6, 11, H30 H46 H0 H8 H35 H12 H39 H2 H1 H5 H6 H3 H18 H37, H30 H46 H0 H8 H35 H12 H39 H2 H1 H5 H6 H3 H18 H37, true, false, 7, 11, H2 H1 H37 H35 H12 H46 H39 H24 H41 H10 H38 H6 H43 H16 H25, H2 H1 H37 H35 H12 H46 H39 H24 H41 H10 H38 H6 H43 H16 H25
R27, H2, R92, H18, 4, 0, H2 H31 H4 H35 H22 H27 H10 H28 H29 H23 H41 H42 H24 H3 H49, H2 H31 H4 H35 H22 H27 H10 H28 H29 H23 H41 H42 H24 H3 H49, true, false, 0, 0, H18 H27 H10 H2 H14 H31 H6 H4 H30 H9 H38 H15 H35 H22, H18 H27 H10 H2 H14 H31 H6 H4 H30 H9 H38 H15 H35 H22
R28, H21, R84, H49, 6, 0, H21 H5 H40 H36 H16 H47 H32 H4 H20 H30 H41 H46 H8 H2 H9, H21 H5 H40 H36 H16 H47 H32 H4 H20 H30 H41 H46 H8 H2 H9, true, false, 3, 0, H49 H5 H16 H46 H11 H32 H36 H29 H4 H21 H9 H47 H40, H49 H5 H16 H46 H11 H32 H36 H29 H4 H21 H9 H47 H40
R29, H6, R33, H37, 7, 6, H24 H44 H13 H37 H41 H28 H6 H19 H47 H33 H40 H32 H4 H20 H3, H24 H44 H13 H37 H41 H28 H6 H19 H47 H33 H40 H32 H4 H20 H3, true, false, 3, 6, H6 H39 H46 H47 H13 H25 H37 H44 H45 H41 H24 H32 H28, H6 H39 H46 H47 H13 H25 H37 H44 H45 H41 H24 H32 H28
R30, H39, R11, H48, 9, 0, H39 H46 H43 H25 H44 H40 H8 H20 H41 H3 H36 H24 H7 H22 H0, H39 H46 H43 H25 H44 H40 H8 H20 H41 H3 H36 H24 H7 H22 H0, true, false, 5, 0, H48 H46 H8 H25 H10 H21 H1 H43 H40 H5 H39 H34 H44 H12, H48 H46 H8 H25 H10 H21 H1 H43 H40 H5 H39 H34 H44 H12
R31, H19, R43, H33, 7, 11, H9 H16 H44 H43 H30 H3 H23 H17 H38 H45 H21 H19 H12 H40, H9 H16 H44 H43 H30 H3 H23 H17 H38 H45 H21 H19 H12 H40, true, false, 0, 11, H30 H16 H3 H19 H23 H44 H17 H7 H4 H8 H21 H33 H13 H15 H6, H30 H16 H3 H19 H23 H44 H17 H7 H4 H8 H21 H33 H13 H15 H6
R32, H28, R56, H36, 4, 11, H13 H8 H48 H19 H36 H18 H17 H9 H23 H29 H32 H28 H27 H2 H43, H13 H8 H48 H19 H36 H18 H17 H9 H23 H29 H32 H28 H27 H2 H43, true, false, 9, 11, H49 H13 H45 H4 H38 H48 H26 H22 H0 H8 H18 H36 H19 H17, H49 H13 H45 H4 H38 H48 H26 H22 H0 H8 H18 H36 H19 H17
R33, H37, R29, H6, 3, 6, H6 H39 H46 H47 H13 H25 H37 H44 H45 H41 H24 H32 H28, H6 H39 H46 H47 H13 H25 H37 H44 H45 H41 H24 H32 H28, true, false, 7, 6, H24 H44 H13 H37 H41 H28 H6 H19 H47 H33 H40 H32 H4 H20 H3, H24 H44 H13 H37 H41 H28 H6 H19 H47 H33 H40 H32 H4 H20 H3
R34, H11, R38, H13, 1, 0, H11 H37 H38 H1 H3 H40 H13 H27 H25 H33 H8 H14 H10 H47 H22, H11 H37 H38 H1 H3 H40 H13 H27 H25 H33 H8 H14 H10 H47 H22, true, false, 8, 0, H13 H3 H40 H1 H19 H5 H29 H37 H11 H26 H8 H38 H2, H13 H3 H40 H1 H19 H5 H29 H37 H11 H26 H8 H38 H2
R35, H43, R74, H37, 5, 10, H0 H30 H42 H27 H44 H1 H36 H2 H9 H12 H43 H32 H20, H0 H30 H42 H27 H44 H1 H36 H2 H9 H12 H43 H32 H20, true, false, 3, 10, H9 H44 H27 H0 H30 H1 H12 H49 H39 H7 H37 H3 H34 H11 H4, H9 H44 H27 H0 H30 H1 H12 H49 H39 H7 H37 H3 H34 H11 H4
R36, NO_MATCH, R53, NO_MATCH, -1, 2147483647, H40 H22 H32 H20 H27 H46 H37 H38 H14 H34 H8 H6 H28 H12 H1, H40 H22 H32 H20 H27 H46 H37 H38 H14 H34 H8 H6 H28 H12 H1, true, false, -1, 2147483647, H20 H23 H25 H32 H1 H27 H46 H41 H37 H40 H22 H2, H20 H23 H25 H32 H1 H27 H46 H41 H37 H40 H22 H2
R37, NO_MATCH, R18, NO_MATCH, -1, 2147483647, H1 H9 H49 H8 H0 H44 H21 H45 H13 H10 H40 H14 H33, H1 H9 H49 H8 H0 H44 H21 H45 H13 H10 H40 H14 H33, true, false, -1, 2147483647, H9 H45 H13 H49 H21 H8 H0 H11 H2 H46 H47 H22 H25 H29 H4, H9 H45 H13 H49 H21 H8 H0 H11 H2 H46 H47 H22 H25 H29 H4
R38, H13, R34, H11, 8, 0, H13 H3 H40 H1 H19 H5 H29 H37 H11 H26 H8 H38 H2, H13 H3 H40 H1 H19 H5 H29 H37 H11 H26 H8 H38 H2, true, false, 1, 0, H11 H37 H38 H1 H3 H40 H13 H27 H25 H33 H8 H14 H10 H47 H22, H11 H37 H38 H1 H3 H40 H13 H27 H25 H33 H8 H14 H10 H47 H22
R39, H24, R49, H14, 0, 0, H24 H29 H40 H13 H39 H3 H14 H34 H25 H46 H43, H24 H29 H40 H13 H39 H3 H14 H34 H25 H46 H43, true, false, 2, 0, H14 H46 H34 H3 H13 H40 H24 H45 H48 H19 H10 H5 H29 H25 H16, H14 H46 H34 H3 H13 H40 H24 H45 H48 H19 H10 H5 H29 H25 H16
R40, H8, R94, H25, 1, 10, H46 H4 H22 H31 H37 H33 H9 H7 H19 H47 H8 H15 H43 H11, H46 H4 H22 H31 H37 H33 H9 H7 H19 H47 H8 H15 H43 H11, true, false, 5, 10, H8 H15 H46 H22 H9 H47 H33 H23 H40 H20 H25 H11 H19 H42 H16, H8 H15 H46 H22 H9 H47 H33 H23 H40 H20 H25 H11 H19 H42 H16
R41, H7, R21, H5, 5, 1, H5 H7 H32 H25 H4 H17 H36 H19 H11 H27 H29 H20 H21 H8 H41, H5 H7 H32 H25 H4 H17 H36 H19 H11 H27 H29 H20 H21 H8 H41, true, false, 1, 1, H26 H5 H43 H36 H17 H32 H25 H7 H16 H18 H3 H2 H4, H26 H5 H43 H36 H17 H32 H25 H7 H16 H18 H3 H2 H4
R42, H6, R14, H38, 7, 1, H38 H6 H8 H26 H29 H37 H27 H23 H46 H10 H19 H12 H18 H9 H42, H38 H6 H8 H26 H29 H37 H27 H23 H46 H10 H19 H12 H18 H9 H42, true, false, 1, 1, H26 H38 H29 H6 H49 H47 H37 H11 H9 H27 H8 H44, H26 H38 H29 H6 H49 H47 H37 H11 H9 H27 H8 H44
R43, H33, R31, H19, 0, 11, H30 H16 H3 H19 H23 H44 H17 H7 H4 H8 H21 H33 H13 H15 H6, H30 H16 H3 H19 H23 H44 H17 H7 H4 H8 H21 H33 H13 H15 H6, true, false, 7, 11, H9 H16 H44 H43 H30 H3 H23 H17 H38 H45 H21 H19 H12 H40, H9 H16 H44 H43 H30 H3 H23 H17 H38 H45 H21 H19 H12 H40
R44, NO_MATCH, R65, NO_MATCH, -1, 2147483647, H1 H25 H2 H42 H7 H38 H19 H24 H6 H18 H27 H8 H22 H46 H21, H1 H25 H2 H42 H7 H38 H19 H24 H6 H18 H27 H8 H22 H46 H21, true, false, -1, 2147483647, H38 H7 H48 H9 H19 H17 H25 H2 H42 H1 H11 H37 H32, H38 H7 H48 H9 H19 H17 H25 H2 H42 H1 H11 H37 H32
R45, H6, R55, H10, 7, 0, H6 H0 H44 H20 H23 H40 H28 H22 H10 H43 H18 H14 H4, H6 H0 H44 H20 H23 H40 H28 H22 H10 H43 H18 H14 H4, true, false, 9, 0, H10 H18 H6 H43 H23 H0 H22 H8 H31 H17 H38 H39 H28 H34 H2, H10 H18 H6 H43 H23 H0 H22 H8 H31 H17 H38 H39 H28 H34 H2
R46, NO_MATCH, R19, NO_MATCH, -1, 2147483647, H39 H2 H48 H32 H28 H26 H25 H18 H4 H33 H7 H19 H36 H31 H43, H39 H2 H48 H32 H28 H26 H25 H18 H4 H33 H7 H19 H36 H31 H43, true, false, -1, 2147483647, H25 H26 H29 H28 H2 H30 H32 H49 H39 H38 H48 H12 H33, H25 H26 H29 H28 H2 H30 H32 H49 H39 H38 H48 H12 H33
R47, H41, R83, H32, 6, 2, H42 H8 H41 H21 H24 H43 H26 H7 H32 H29 H15 H40 H25, H42 H8 H41 H21 H24 H43 H26 H7 H32 H29 H15 H40 H25, true, false, 0, 2, H24 H40 H32 H29 H25 H15 H43 H49 H22 H9 H4 H8 H48 H47 H37, H24 H40 H32 H29 H25 H15 H43 H49 H22 H9 H4 H8 H48 H47 H37
R48, H47, R64, H8, 3, 0, H47 H49 H22 H17 H8 H10 H15 H26 H41 H31 H43 H20, H47 H49 H22 H17 H8 H10 H15 H26 H41 H31 H43 H20, true, false, 1, 0, H8 H49 H41 H43 H22 H20 H31 H48 H7 H2 H30 H5 H21 H6 H16, H8 H49 H41 H43 H22 H20 H31 H48 H7 H2 H30 H5 H21 H6 H16
R49, H14, R39, H24, 2, 0, H14 H46 H34 H3 H13 H40 H24 H45 H48 H19 H10 H5 H29 H25 H16, H14 H46 H34 H3 H13 H40 H24 H45 H48 H19 H10 H5 H29 H25 H16, true, false, 0, 0, H24 H29 H40 H13 H39 H3 H14 H34 H25 H46 H43, H24 H29 H40 H13 H39 H3 H14 H34 H25 H46 H43
R50, H23, R12, H33, 6, 7, H5 H21 H12 H27 H32 H11 H35 H23 H17 H7 H16 H19 H13 H38 H15, H5 H21 H12 H27 H32 H11 H35 H23 H17 H7 H16 H19 H13 H38 H15, true, false, 0, 7, H35 H32 H1 H11 H21 H12 H40 H33 H36 H37 H5 H27 H17, H35 H32 H1 H11 H21 H12 H40 H33 H36 H37 H5 H27 H17
R51, H1, R89, H39, 0, 6, H37 H16 H49 H5 H39 H29 H1 H6 H12 H9 H20 H40 H14, H37 H16 H49 H5 H39 H29 H1 H6 H12 H9 H20 H40 H14, true, false, 9, 6, H16 H40 H5 H6 H49 H1 H39 H38 H8 H26 H34 H41 H14 H29 H35, H16 H40 H5 H6 H49 H1 H39 H38 H8 H26 H34 H41 H14 H29 H35
R52, H44, R98, H33, 6, 0, H44 H33 H20 H46 H4 H18 H23 H17 H11 H38 H29 H21, H44 H33 H20 H46 H4 H18 H23 H17 H11 H38 H29 H21, true, false, 0, 0, H33 H21 H46 H17 H20 H23 H44 H9 H19 H16 H27 H0 H7 H48 H2, H33 H21 H46 H17 H20 H23 H44 H9 H19 H16 H27 H0 H7 H48 H2
R53, NO_MATCH, R36, NO_MATCH, -1, 2147483647, H20 H23 H25 H32 H1 H27 H46 H41 H37 H40 H22 H2, H20 H23 H25 H32 H1 H27 H46 H41 H37 H40 H22 H2, true, false, -1, 2147483647, H40 H22 H32 H20 H27 H46 H37 H38 H14 H34 H8 H6 H28 H12 H1, H40 H22 H32 H20 H27 H46 H37 H38 H14 H34 H8 H6 H28 H12 H1
R54, NO_MATCH, R69, NO_MATCH, -1, 2147483647, H46 H7 H5 H24 H34 H39 H3 H22 H48 H25 H45 H0 H42 H16 H37, H46 H7 H5 H24 H34 H39 H3 H22 H48 H25 H45 H0 H42 H16 H37, true, false, -1, 2147483647, H20 H5 H7 H3 H40 H21 H46 H8 H13 H24 H34 H39, H20 H5 H7 H3 H40 H21 H46 H8 H13 H24 H34 H39
R55, H10, R45, H6, 9, 0, H10 H18 H6 H43 H23 H0 H22 H8 H31 H17 H38 H39 H28 H34 H2, H10 H18 H6 H43 H23 H0 H22 H8 H31 H17 H38 H39 H28 H34 H2, true, false, 7, 0, H6 H0 H44 H20 H23 H40 H28 H22 H10 H43 H18 H14 H4, H6 H0 H44 H20 H23 H40 H28 H22 H10 H43 H18 H14 H4
R56, H36, R32, H28, 9, 11, H49 H13 H45 H4 H38 H48 H26 H22 H0 H8 H18 H36 H19 H17, H49 H13 H45 H4 H38 H48 H26 H22 H0 H8 H18 H36 H19 H17, true, false, 4, 11, H13 H8 H48 H19 H36 H18 H17 H9 H23 H29 H32 H28 H27 H2 H43, H13 H8 H48 H19 H36 H18 H17 H9 H23 H29 H32 H28 H27 H2 H43
R57, H0, R88, H45, 9, 8, H42 H28 H29 H12 H38 H45 H15 H27 H0 H10 H22 H13 H34 H41 H5, H42 H28 H29 H12 H38 H45 H15 H27 H0 H10 H22 H13 H34 H41 H5, true, false, 1, 8, H42 H25 H28 H15 H9 H29 H21 H12 H45 H2 H20 H18 H38, H42 H25 H28 H15 H9 H29 H21 H12 H45 H2 H20 H18 H38
R58, NO_MATCH, R22, NO_MATCH, -1, 2147483647, H21 H38 H28 H23 H8 H20 H49 H34 H48 H9 H24 H25 H15, H21 H38 H28 H23 H8 H20 H49 H34 H48 H9 H24 H25 H15, true, false, -1, 2147483647, H38 H21 H28 H23 H9 H48 H49 H26 H46 H47 H8 H5 H39 H31 H33, H38 H21 H28 H23 H9 H48 H49 H26 H46 H47 H8 H5 H39 H31 H33
R59, H11, R70, H49, 1, 2, H33 H26 H11 H15 H12 H46 H2 H41 H25 H7 H16 H27 H1 H17 H36, H33 H26 H11 H15 H12 H46 H2 H41 H25 H7 H16 H27 H1 H17 H36, true, false, 3, 2, H11 H16 H49 H25 H12 H29 H46 H33 H1 H41 H2 H15 H26 H22, H11 H16 H49 H25 H12 H29 H46 H33 H1 H41 H2 H15 H26 H22
R60, H3, R66, H4, 6, 1, H4 H3 H12 H13 H23 H5 H10 H37 H6 H15 H18 H35 H40 H48, H4 H3 H12 H13 H23 H5 H10 H37 H6 H15 H18 H35 H40 H48, true, false, 0, 1, H6 H4 H18 H12 H15 H35 H10 H21 H20 H27 H37 H48 H41 H26 H2, H6 H4 H18 H12 H15 H35 H10 H21 H20 H27 H37 H48 H41 H26 H2
R61, H39, R4, H5, 9, 10, H16 H36 H3 H12 H7 H33 H47 H40 H2 H1 H39 H21, H16 H36 H3 H12 H7 H33 H47 H40 H2 H1 H39 H21, true, false, 1, 10, H33 H40 H2 H3 H16 H1 H36 H11 H6 H12 H5 H9 H25 H32 H22, H33 H40 H2 H3 H16 H1 H36 H11 H6 H12 H5 H9 H25 H32 H22
R62, H46, R76, H34, 3, 0, H46 H27 H34 H25 H41 H17 H43 H33 H1 H49 H3 H13 H15 H40 H12, H46 H27 H34 H25 H41 H17 H43 H33 H1 H49 H3 H13 H15 H40 H12, true, false, 1, 0, H34 H43 H46 H26 H25 H27 H18 H17 H33 H41 H42 H24, H34 H43 H46 H26 H25 H27 H18 H17 H33 H41 H42 H24
R63, H29, R0, H12, 8, 7, H48 H19 H44 H28 H47 H21 H38 H29 H32 H36 H6 H40 H11 H25 H14, H48 H19 H44 H28 H47 H21 H38 H29 H32 H36 H6 H40 H11 H25 H14, true, false, 9, 7, H47 H30 H28 H44 H34 H48 H23 H12 H19 H38 H29 H21 H35, H47 H30 H28 H44 H34 H48 H23 H12 H19 H38 H29 H21 H35
R64, H8, R48, H47, 1, 0, H8 H49 H41 H43 H22 H20 H31 H48 H7 H2 H30 H5 H21 H6 H16, H8 H49 H41 H43 H22 H20 H31 H48 H7 H2 H30 H5 H21 H6 H16, true, false, 3, 0, H47 H49 H22 H17 H8 H10 H15 H26 H41 H31 H43 H20, H47 H49 H22 H17 H8 H10 H15 H26 H41 H31 H43 H20
R65, NO_MATCH, R44, NO_MATCH, -1, 2147483647, H38 H7 H48 H9 H19 H17 H25 H2 H42 H1 H11 H37 H32, H38 H7 H48 H9 H19 H17 H25 H2 H42 H1 H11 H37 H32, true, false, -1, 2147483647, H1 H25 H2 H42 H7 H38 H19 H24 H6 H18 H27 H8 H22 H46 H21, H1 H25 H2 H42 H7 H38 H19 H24 H6 H18 H27 H8 H22 H46 H21
R66, H4, R60, H3, 0, 1, H6 H4 H18 H12 H15 H35 H10 H21 H20 H27 H37 H48 H41 H26 H2, H6 H4 H18 H12 H15 H35 H10 H21 H20 H27 H37 H48 H41 H26 H2, true, false, 6, 1, H4 H3 H12 H13 H23 H5 H10 H37 H6 H15 H18 H35 H40 H48, H4 H3 H12 H13 H23 H5 H10 H37 H6 H15 H18 H35 H40 H48
R67, NO_MATCH, R24, NO_MATCH, -1, 2147483647, H44 H45 H21 H11 H0 H25 H2 H12 H3 H5 H39 H18 H42 H22 H38, H44 H45 H21 H11 H0 H25 H2 H12 H3 H5 H39 H18 H42 H22 H38, true, false, -1, 2147483647, H24 H11 H44 H10 H2 H18 H0 H13 H21 H28 H45 H25, H24 H11 H44 H10 H2 H18 H0 H13 H21 H28 H45 H25
